phase,flt,mag,magerr
156.782858800143,g,16.23270054572842,0.03564999997615814
157.80383099988103,g,16.173694863832015,0.029126506298780438
157.80383099988103,g,16.17370078184883,0.029126999899744984
158.88989580003545,g,16.123129318305118,0.05649995431303977
158.88989580003545,g,16.123100664350012,0.056499999016523354
159.89865740016103,g,16.11294944283118,0.03287460654973983
159.89865740016103,g,16.112899894023887,0.03287500143051147
163.82855319976807,g,16.181331994658464,0.032509196549654
163.82855319976807,g,16.18129927056892,0.03250899910926819
164.88282410008833,g,16.24094024508051,0.03875629231333732
166.76659720018506,g,16.270386150580077,0.028635146096348763
167.80724539980292,g,16.369253594074408,0.024867329746484753
164.88282410008833,g,16.2409002940569,0.03875600174069404
166.76659720018506,g,16.2703992067089,0.02863500081002712
171.73079859977588,g,16.240354863529717,0.02764945290982723
171.73079859977588,g,16.240400858630395,0.02764900028705597
172.8085416997783,g,16.221493073018355,0.02091281674802303
173.75967589998618,g,16.258743519371663,0.03941953554749489
172.8085416997783,g,16.22150083159845,0.020912999287247654
173.75967589998618,g,16.258699416976775,0.039420001208782196
174.70976850017905,g,16.270872509154643,0.030235590413212776
174.70976850017905,g,16.27090110450175,0.030236000195145607
176.78958329977468,g,16.351888951440785,0.035383738577365875
176.78958329977468,g,16.351900235938174,0.03538399934768677
178.71021990012378,g,16.386333822047547,0.03857264667749405
178.71021990012378,g,16.386299270705436,0.0385730005800724
179.83089119987562,g,16.456402101700288,0.034627318382263184
180.73298610001802,g,16.43455341692652,0.040852595120668404
179.83089119987562,g,16.45640028686086,0.03462700173258781
180.73298610001802,g,16.43460110041958,0.04085300117731094
167.80724539980292,g,16.369301264285166,0.02486700005829334
181.8516782000661,g,16.468855278722206,0.03199277445673942
181.8516782000661,g,16.468901174108314,0.03199300169944763
182.72846060013399,g,16.41399994124308,0.03939799964427947
182.72846060013399,g,16.414003499038227,0.03939822688698769
183.7504397998564,g,16.393627644480155,0.026601158082485196
183.7504397998564,g,16.393600831537146,0.026600999757647514
185.7539236000739,g,16.38675703431654,0.0389542244374752
185.7539236000739,g,16.38680115842218,0.03895400092005729
194.71719910018146,g,16.581756619119872,0.04404193535447121
194.71719910018146,g,16.58180072781852,0.04404199868440628
194.84125000005588,g,16.59586738371341,0.0524621419608593
196.7343171001412,g,16.554743230069718,0.031427066773176186
196.71553240017965,g,16.516747024561276,0.046900924295186996
194.84125000005588,g,16.595899608037197,0.05246200039982796
196.71553240017965,g,16.516701127551087,0.046900998800992966
196.7343171001412,g,16.554700894737678,0.03142699971795082
197.64915509987622,g,16.50970113078577,0.050554145127534866
197.650578700006,g,16.54363466390875,0.028777964413166043
197.64915509987622,g,16.50970113078577,0.050553999841213226
197.650578700006,g,16.54360009644367,0.02877799980342388
199.64865740016103,g,16.597499962545655,0.028759999200701714
199.64865740016103,g,16.597475559846792,0.028759613633155823
199.74462960008532,g,16.604709768356408,0.033902060240507126
199.74462960008532,g,16.6047002462431,0.03390200063586235
201.7132522999309,g,16.641144259786223,0.042531203478574746
201.7132522999309,g,16.641100155533024,0.04253099858760834
204.6697916998528,g,16.748485745167983,0.02822527848184108
204.6697916998528,g,16.748501183076783,0.0282249990850687
205.69065969996154,g,16.778278514071424,0.0487360917031765
205.69065969996154,g,16.778299357680986,0.04873599857091903
206.68939810013399,g,16.776422971545035,0.0407414473593235
206.68939810013399,g,16.776399727024028,0.040741000324487686
207.6295369998552,g,16.718895014253995,0.03424126654863357
207.6295369998552,g,16.718900970030333,0.034240998327732086
210.71170140011236,g,16.66190162198683,0.034837789833545685
210.71170140011236,g,16.66189985072008,0.03483799844980239
222.65277779987082,g,16.810018571219977,0.04235049337148666
222.6523032002151,g,16.78824264883755,0.03566054999828338
222.6523032002151,g,16.7882008627536,0.0356610007584095
222.65277779987082,g,16.80999952651601,0.04235000163316727
228.63475689990446,g,16.964125210571908,0.03594491630792617
228.63570600003004,g,16.980797208761686,0.044854592531919486
228.63475689990446,g,16.964100141862897,0.03594499826431274
228.63570600003004,g,16.980800716164605,0.044854998588562005
230.69012730009854,g,17.043949462266525,0.046973228454589844
230.69012730009854,g,17.043900057198616,0.04697300121188163
230.7122105997987,g,17.042942139315393,0.03869246318936347
230.7122105997987,g,17.042900447371764,0.03869200125336647
233.6909491000697,g,16.934900445067775,0.046552397310733795
233.6909491000697,g,16.934900445067775,0.04655199870467185
234.68274309998378,g,16.900999077967434,0.037831999361515045
235.68756939982995,g,16.904596821569637,0.03632441908121109
235.68756939982995,g,16.904600407672508,0.03632400184869766
251.6305324002169,g,17.139576234277133,0.05216323956847191
251.6305324002169,g,17.139601247706864,0.05216300114989281
258.6200116002001,g,17.064550716458356,0.054523106664419174
258.6200116002001,g,17.06460009245871,0.05452299863100052
58.942465300206095,r,14.680972198955894,0.03721300885081291
58.942465300206095,r,14.68100027969725,0.03721300140023231
60.94625000003725,r,14.595877030343184,0.029290633276104924
58.942465300206095,r,14.6809720993042,0.03721300885081291
60.94625000003725,r,14.595876693725586,0.029290633276104924
63.93383099976927,r,14.657851219177246,0.03114625439047813
63.93383099976927,r,14.657851596441265,0.031146254390478127
63.93383099976927,r,14.65789986261385,0.031145999208092683
65.95343750016764,r,14.73270371995182,0.025814196094870567
65.95343750016764,r,14.73270320892334,0.025814196094870567
65.95343750016764,r,14.732700752056289,0.025814000517129898
72.92067130003124,r,14.796900340452765,0.027014832943677902
72.92067130003124,r,14.796899795532227,0.027014832943677902
72.92067130003124,r,14.796900340452765,0.027015000581741333
74.9257638999261,r,14.854422908000323,0.024588432163000107
74.9257638999261,r,14.854399668313517,0.024588000029325482
74.92671300005168,r,14.86979675077543,0.024148320779204365
74.9257638999261,r,14.854422569274902,0.024588432163000107
74.92671300005168,r,14.869796752929688,0.02414832077920437
74.92671300005168,r,14.86979972957649,0.024148000404238697
74.95799770019948,r,14.880449341014014,0.02930496074259281
74.95799770019948,r,14.880449295043945,0.02930496074259281
74.95799770019948,r,14.880399838177206,0.02930499985814094
60.94625000003725,r,14.595899773888668,0.02929100021719932
76.9149306002073,r,14.908978453709985,0.025076640769839283
76.9149306002073,r,14.909000541693475,0.025077000260353085
76.94648149982095,r,14.927916655283143,0.04091860353946685
76.94648149982095,r,14.927900600823769,0.040918998420238495
83.9691897998564,r,15.11693672940644,0.030518094077706334
83.96965279988945,r,15.069891958312857,0.02739574387669563
83.9691897998564,r,15.116900953999282,0.03051799908280372
83.96965279988945,r,15.069899666600127,0.027396000921726227
95.94053239980713,r,15.300793204780256,0.044357247650623315
95.94053239980713,r,15.300800331912201,0.04435700178146363
95.9414814999327,r,15.280099042246883,0.04360523819923401
95.9414814999327,r,15.280100270668887,0.0436049997806549
98.94097220012918,r,15.29465507794351,0.028229989111423485
98.94097220012918,r,15.294699803137068,0.028230000287294388
98.9414467997849,r,15.28832749393038,0.021156661212444305
98.9414467997849,r,15.288300072988193,0.021157000213861465
103.87810190021992,r,15.407199967143493,0.024096999317407608
103.89969909982756,r,15.419699730486856,0.041088998317718506
107.86677080020308,r,15.45059992241607,0.032561998814344406
108.93553239991888,r,15.393900369249355,0.03173499926924705
110.93966440018266,r,15.427973956786063,0.02708466164767742
110.93966440018266,r,15.428000810911078,0.02708500064909458
113.91995370015502,r,15.525417426782967,0.02254977822303772
113.91995370015502,r,15.525400133368915,0.022549999877810475
115.96273150015622,r,15.59264194491047,0.025082711130380627
115.96273150015622,r,15.592600234851707,0.025082999840378765
117.87923609977588,r,15.668224864154267,0.028282372280955315
117.87923609977588,r,15.668199803453005,0.028281999751925465
117.88018519990146,r,15.668437058934574,0.03881173208355903
117.88018519990146,r,15.668400102579175,0.038812000304460526
122.97366899996996,r,15.684606603458635,0.020722480490803715
122.97366899996996,r,15.684600020108794,0.020721999928355217
124.89421299984679,r,15.68834614959521,0.027573561295866966
124.89421299984679,r,15.688300252046592,0.02757400088012218
129.91939810011536,r,15.869935258871015,0.02317329682409763
129.91939810011536,r,15.86990012021076,0.023173000663518906
143.79628469981253,r,16.063491820721786,0.035531237721443176
143.79628469981253,r,16.063499597910678,0.03553099930286407
146.89956020005047,r,15.97492051534617,0.026880137622356415
146.89956020005047,r,15.974900266188046,0.026879999786615368
148.83696760004386,r,16.005234271563243,0.025076732039451596
148.83696760004386,r,16.005199721213927,0.025077000260353085
149.81658559991047,r,15.993661999532979,0.03589985519647598
149.81658559991047,r,15.993700195792755,0.035900000482797616
150.8154167002067,r,16.050987366278832,0.02867511473596096
150.8154167002067,r,16.05100110885361,0.028674999251961705
151.7950694002211,r,16.044437389178483,0.03705858439207077
151.7950694002211,r,16.044399276049464,0.03705900162458419
152.81572919990867,r,16.0606141023778,0.030276941135525703
152.81572919990867,r,16.060600431500177,0.030277000740170475
155.88252309989184,r,16.148384352467353,0.034723348915576935
155.88252309989184,r,16.148399805315705,0.03472299873828888
157.8925578999333,r,16.128820952372816,0.03418409079313278
157.8925578999333,r,16.12879947793529,0.03418400138616562
158.8163541997783,r,16.056257647515476,0.03527089208364487
158.8163541997783,r,16.056299366096262,0.03527100011706352
159.8257176000625,r,16.10314379584196,0.04187824204564094
159.8257176000625,r,16.103100338768776,0.04187799990177154
162.79453699989244,r,16.15270097730437,0.019186349585652348
162.79453699989244,r,16.15270097730437,0.019185999408364292
164.76630790019408,r,16.193439515075916,0.02120925113558769
164.76630790019408,r,16.193399521056968,0.021208999678492546
165.82832180010155,r,16.220285434680548,0.0311664305627346
165.84082179982215,r,16.42680363475769,0.03395008295774459
166.8405670998618,r,16.207556230178305,0.01621679402887821
165.82832180010155,r,16.22030093464623,0.03116600029170513
166.8405670998618,r,16.207599746445897,0.016217000782489773
167.8215625002049,r,16.277718122744922,0.02542918361723423
167.8215625002049,r,16.27770083369918,0.025428999215364453
170.79480319982395,r,16.248943306780184,0.024217333644628528
170.79480319982395,r,16.248899831303333,0.024217000231146812
171.7904977002181,r,16.230539799835054,0.028298025950789448
171.7904977002181,r,16.230499322639318,0.028297999873757362
172.85834489995614,r,16.260879799995777,0.027837665751576424
174.77255789982155,r,16.32199714862127,0.032172828912734985
172.85834489995614,r,16.260900671007477,0.027837999165058133
174.77255789982155,r,16.322000725728422,0.032173000276088715
177.8371875002049,r,16.34761461463406,0.0355738289654255
177.8371875002049,r,16.347600975046134,0.03557400032877922
178.7340740999207,r,16.37679710177212,0.02204846031963825
179.7732060002163,r,16.408474012435097,0.03419582545757294
178.7340740999207,r,16.37680066945812,0.022048000246286392
179.7732060002163,r,16.408500794478815,0.03419600054621696
165.84082179982215,r,16.426800034770263,0.033950001001358025
181.77303239982575,r,16.452421712653578,0.04537051543593406
181.77303239982575,r,16.45240022310724,0.04537099972367287
182.73317130003124,r,16.411712880746876,0.03247128054499626
183.79432869981974,r,16.373400216496677,0.026556978002190586
182.73317130003124,r,16.411699818390392,0.03247100114822387
183.79432869981974,r,16.373400216496677,0.026557000353932377
185.73224540008232,r,16.3988574107914,0.029174953699111935
185.73224540008232,r,16.398899116570213,0.029175000265240666
194.75538189988583,r,16.656906178131493,0.036445271223783486
194.75538189988583,r,16.656900804773805,0.0364449992775917
194.77365740016103,r,16.651294951415863,0.04089792817831039
194.77365740016103,r,16.6513009653139,0.040897998958826065
196.77050929982215,r,16.5395642609041,0.03060810267925262
196.78575230017304,r,16.57029345831701,0.03066267818212509
196.77050929982215,r,16.539600659488663,0.03060800023376941
196.78575230017304,r,16.570299427483373,0.030663000419735905
199.67351849982515,r,16.62120055651894,0.04088899865746498
199.6744559998624,r,16.662935775851853,0.03163675591349601
199.67351849982515,r,16.621216073994642,0.04088927432894706
199.6744559998624,r,16.662901161546156,0.031637001782655716
200.7325578997843,r,16.672790808609914,0.039630260318517685
200.7325578997843,r,16.672800350636784,0.039629999548196786
201.67108799982816,r,16.699804770723368,0.04947810247540474
201.67108799982816,r,16.699800665627293,0.049477998167276376
202.69071759982035,r,16.710953279139957,0.0325048305094242
202.69071759982035,r,16.711000932001244,0.03250499814748763
203.6924653002061,r,16.718866391426477,0.03355090692639351
203.6924653002061,r,16.718900970030333,0.03355100005865097
204.690173599869,r,16.782636762148215,0.035901308059692376
204.690173599869,r,16.782600470009967,0.03590099886059761
206.73204859998077,r,16.811050868449254,0.03295291215181351
206.73204859998077,r,16.811100413992897,0.03295300155878066
207.66987269977108,r,16.756321367284134,0.040428981184959405
207.66987269977108,r,16.756300481316167,0.0404289998114109
208.6680092997849,r,16.72301487311194,0.03198909014463424
208.6680092997849,r,16.722999971823516,0.03198900073766708
209.67483799997717,r,16.724920442402432,0.031173111870884892
209.67483799997717,r,16.724899526132795,0.031173000112175938
210.67167819989845,r,16.790558271780036,0.036013089120388024
210.67167819989845,r,16.79059995877089,0.03601299971342087
211.6854514000006,r,16.844997550475856,0.054391153156757355
211.6854514000006,r,16.844999347592495,0.05439100041985512
213.66811340022832,r,16.82717340928857,0.03342886269092559
213.66811340022832,r,16.827200222062963,0.03342900052666664
222.68731479998678,r,16.87245029735324,0.040709231048822396
222.68731479998678,r,16.872400738648235,0.0407090000808239
222.68778940010816,r,16.877012410594094,0.036117415875196464
222.68778940010816,r,16.87700109962625,0.03611699864268303
228.64920140011236,r,17.039543515156325,0.034629058092832565
228.64920140011236,r,17.039499445532954,0.03462899848818778
228.65392359998077,r,17.022758848617364,0.03260241076350212
228.65392359998077,r,17.02280059747754,0.03260200098156929
230.60633100010455,r,17.04356027838788,0.039977073669433594
230.60633100010455,r,17.043600197484942,0.03997699916362762
230.6072685001418,r,17.080047909695622,0.04922763258218765
230.6072685001418,r,17.080000181531613,0.04922800138592719
236.6283565000631,r,17.002996921525583,0.05448182299733161
236.6283565000631,r,17.003000501381596,0.05448200181126594
237.67459490010515,r,17.049333554757684,0.046596877276897423
237.67459490010515,r,17.049299570317995,0.04659700021147728
251.65938659990206,r,17.171875393766108,0.03476199135184287
251.65938659990206,r,17.171899813335244,0.03476199880242348
251.65986109990627,r,17.265760437483646,0.05281445011496543
251.65986109990627,r,17.265800963905804,0.05281399935483932
256.6298957997933,r,17.30842250104775,0.04203203320503234
256.6298957997933,r,17.308399246263317,0.042031999677419656
257.66342590004206,r,17.327287934163458,0.07062984257936478
257.66342590004206,r,17.327299298515726,0.07062999904155731
258.63318290002644,r,17.139231081598684,0.03970564156770706
258.63318290002644,r,17.139200709225754,0.03970599919557571
267.6225347002037,r,17.399202690268112,0.06514089554548264
94.91978010023013,i,14.946000132532571,0.027820000424981114
94.93399310018867,i,14.942998407478335,0.034729532897472375
94.91978010023013,i,14.945974500345459,0.027820359915494915
109.93951389985159,i,14.98359995099252,0.048820000141859055
124.94258099980652,i,15.367844794558467,0.04153862223029137
124.94258099980652,i,15.367800128272116,0.041538998484611504
127.8976968000643,i,15.349804276623724,0.028753722086548805
127.8976968000643,i,15.349800145491333,0.02875399962067604
142.83494210010394,i,15.567847650242793,0.029154090210795396
142.83494210010394,i,15.567799984664765,0.029154000803828236
157.81890049995854,i,15.67666245373061,0.0355069600045681
157.81890049995854,i,15.676700032793974,0.03550700098276138
172.76255790004507,i,15.732353483504388,0.04116628319025038
172.76255790004507,i,15.732399991729741,0.04116600006818771
180.77304399991408,i,15.964752569910052,0.030104110017418858
180.77304399991408,i,15.964800237064113,0.030104000121355053
180.77399310003966,i,15.936250266526907,0.03467093035578728
183.75241900002584,i,15.881440163049868,0.04027088358998297
183.77214120002463,i,15.878400941695835,0.033574953675270074
180.77399310003966,i,15.936200205121882,0.03467100113630294
183.75241900002584,i,15.881400211031893,0.04027099907398223
183.77214120002463,i,15.878400367853377,0.03357499837875366
187.71064809989184,i,15.954022573641332,0.03543320670723915
187.71064809989184,i,15.954000513275243,0.035433001816272736
200.6612153002061,i,16.13451611448582,0.02599498815834522
200.6612153002061,i,16.134500650409024,0.025994999334216118
201.82142359996215,i,16.16487156563717,0.0369880236685276
201.82142359996215,i,16.164900169422985,0.036988001316785805
203.60642360011116,i,16.202409984214846,0.04175528138875961
203.60642360011116,i,16.202400482654717,0.04175499826669692
205.6492130002007,i,16.312385958475407,0.04480501636862754
205.6492130002007,i,16.312400874447892,0.04480500146746635
214.75221059983596,i,16.335024343557137,0.03554001450538635
214.75221059983596,i,16.334999376398773,0.03553999960422516
233.7132175997831,i,16.417152418624056,0.049445997923612595
192.6422684029676,g,16.777,0.055
192.64411006961018,g,16.74,0.052
192.64596192119643,g,16.672,0.046
192.7927644676529,g,16.652,0.056
192.7946185185574,g,16.703,0.055
192.79645879613236,g,16.765,0.058
193.6260770834051,g,16.719,0.047
193.62793321767822,g,16.704,0.047
193.62978807883337,g,16.717,0.047
195.62608796311542,g,16.688,0.045
195.6279434026219,g,16.687,0.046
195.6297973380424,g,16.7,0.046
196.6279496527277,g,16.626,0.043
196.62979930546135,g,16.647,0.044
196.6316467593424,g,16.669,0.044
197.61706874985248,g,16.646,0.044
197.61892349552363,g,16.646,0.044
197.62076655076817,g,16.656,0.044
198.61211840296164,g,16.722,0.046
198.6139586805366,g,16.765,0.047
198.61580462986603,g,16.776,0.047
198.72327638883144,g,16.718,0.045
198.72511087963358,g,16.676,0.044
198.7269633100368,g,16.7,0.045
201.60527673596516,g,16.845,0.049
201.60712858801708,g,16.859,0.049
201.60898321773857,g,16.831,0.048
201.72328136581928,g,16.802,0.047
201.72513599554077,g,16.825,0.048
201.72699212981388,g,16.832,0.048
204.60505208326504,g,16.851,0.048
204.60689884237945,g,16.87,0.049
204.60875277779996,g,16.84,0.048
204.72328472230583,g,16.882,0.049
204.7251259260811,g,16.858,0.049
204.72695937519893,g,16.879,0.049
205.60534108802676,g,16.951,0.051
205.60718287015334,g,16.983,0.052
205.60903530102223,g,16.899,0.05
205.72328124986961,g,16.932,0.05
205.72512361127883,g,16.934,0.05
205.72696458315477,g,16.902,0.049
206.68453055573627,g,16.979,0.052
206.68636643514037,g,16.98,0.052
206.68821967579424,g,16.972,0.051
206.77262893505394,g,17.029,0.053
206.77446990739554,g,17.063,0.055
206.77630300913006,g,17.042,0.054
207.59119560196996,g,16.919,0.05
207.59305034717545,g,16.962,0.052
207.59491747664288,g,16.922,0.05
210.605915625114,g,16.928,0.051
210.6077565974556,g,16.889,0.05
210.6096233795397,g,16.859,0.049
213.60590578708798,g,17.047,0.055
213.60776261566207,g,17.045,0.055
213.6096180556342,g,17.051,0.056
214.60604826407507,g,16.941,0.06
214.6078922455199,g,16.924,0.06
214.60974664334208,g,17.036,0.064
214.71886296290904,g,17.023,0.068
214.72070543980226,g,17.039,0.062
214.72261203685775,g,17.075,0.062
215.60603055544198,g,16.891,0.057
215.607879397925,g,16.915,0.059
215.60972754610702,g,16.839,0.057
215.6115763890557,g,17.003,0.061
215.61341238440946,g,16.902,0.061
219.58853981504217,g,16.971,0.056
219.5903828702867,g,16.987,0.056
219.59222523123026,g,17.052,0.058
219.59413194423541,g,17.099,0.06
219.5959809026681,g,17.111,0.063
219.6613524304703,g,17.033,0.059
219.6631991895847,g,17.052,0.06
219.6650431714952,g,17.039,0.057
219.66687199054286,g,17.159,0.068
219.66872037015855,g,17.125,0.062
221.5914098378271,g,16.956,0.055
221.5932501158677,g,16.964,0.055
221.59509317111224,g,16.929,0.055
221.59693564800546,g,16.848,0.053
221.59878090256825,g,16.897,0.054
221.66135983774439,g,17.016,0.072
221.66320150485262,g,16.935,0.055
221.66504756966606,g,16.898,0.053
221.6669015046209,g,16.917,0.053
221.6687561343424,g,16.873,0.053
222.58883287059143,g,16.935,0.051
222.59066909737885,g,16.884,0.051
222.59253379609436,g,16.957,0.052
222.59437407413498,g,17.007,0.055
222.59620416676626,g,16.947,0.052
222.66132314829156,g,16.955,0.054
222.66322916653007,g,17.001,0.056
222.66508078714833,g,16.928,0.052
222.66693125013262,g,16.957,0.053
222.66883657407016,g,17.052,0.057
223.64680856466293,g,16.983,0.054
223.64863726869226,g,16.953,0.053
223.65048043988645,g,16.947,0.053
223.65238564834,g,16.927,0.052
225.57811828702688,g,17.094,0.055
225.57995995366946,g,17.174,0.057
225.58181180572137,g,17.087,0.054
225.5836664349772,g,17.068,0.054
225.58552118064836,g,17.079,0.054
225.6404144675471,g,17.096,0.055
225.64225555537269,g,17.111,0.055
225.64409710653126,g,17.106,0.055
225.64600092591718,g,17.098,0.056
225.64782673632726,g,17.099,0.055
227.58460115734488,g,17.219,0.057
227.5864530093968,g,17.084,0.053
227.58830046281219,g,17.063,0.053
227.59014143515378,g,17.092,0.054
227.59197800932452,g,17.062,0.053
228.62428275449201,g,17.143,0.055
228.62612881930545,g,17.177,0.056
228.62798414332792,g,17.225,0.058
228.62983888899907,g,17.156,0.056
228.63168854173273,g,17.152,0.056
228.6769543979317,g,17.174,0.057
228.6788524305448,g,17.153,0.056
228.6807050923817,g,17.088,0.054
228.68254525447264,g,17.112,0.055
228.68437893502414,g,17.211,0.058
229.5785975693725,g,17.236,0.058
229.58047245349735,g,17.187,0.057
229.58231921307743,g,17.166,0.056
229.58417025441304,g,17.215,0.058
229.58600208349526,g,17.151,0.056
229.6404021992348,g,17.123,0.055
229.64230960654095,g,17.216,0.058
229.64414745382965,g,17.166,0.056
229.64599525462836,g,17.199,0.058
229.64790810178965,g,17.187,0.057
230.6403226852417,g,17.185,0.057
230.6421736110933,g,17.16,0.056
230.64402916654944,g,17.17,0.056
230.6458788192831,g,17.204,0.057
230.6477197916247,g,17.19,0.057
231.56790219899267,g,17.271,0.059
231.56976631935686,g,17.242,0.059
231.57160879625008,g,17.239,0.059
231.57346342597157,g,17.251,0.059
231.57531307870522,g,17.196,0.057
232.61998032405972,g,17.104,0.055
232.62240914348513,g,17.091,0.054
232.62482430553064,g,17.089,0.054
232.6272532409057,g,17.147,0.056
232.6296790507622,g,17.209,0.058
233.55742314830422,g,17.077,0.054
233.55984895816073,g,17.075,0.054
233.56233622692525,g,17.135,0.056
233.5647658566013,g,17.105,0.055
233.56725405110046,g,17.131,0.056
235.6320611112751,g,17.277,0.06
235.63454861100763,g,17.27,0.06
235.6369629628025,g,17.401,0.064
235.63945381948724,g,17.358,0.063
235.641871990636,g,17.345,0.062
236.64548599533737,g,17.156,0.056
236.6479156250134,g,17.145,0.056
236.65033483784646,g,17.163,0.056
236.65277638891712,g,17.188,0.057
236.65526724560186,g,17.165,0.056
237.67478761589155,g,17.275,0.059
237.67722002323717,g,17.269,0.059
237.67967083351687,g,17.253,0.059
237.6820994215086,g,17.291,0.06
237.68451817147434,g,17.276,0.06
238.63349594920874,g,17.35,0.061
238.63592557888478,g,17.263,0.059
238.63835659716278,g,17.246,0.058
238.64077824074775,g,17.272,0.059
238.64320393512025,g,17.27,0.059
240.57367071742192,g,17.18,0.056
240.57615798618644,g,17.192,0.057
240.5785846062936,g,17.189,0.057
240.58106018509716,g,17.203,0.057
240.58347592595965,g,17.211,0.057
240.6455512731336,g,17.219,0.057
240.64804212981835,g,17.191,0.057
240.65049050934613,g,17.225,0.06
240.6529241898097,g,17.222,0.059
240.65534155070782,g,17.193,0.057
241.58024444431067,g,17.286,0.062
241.58273472217843,g,17.307,0.063
241.58516145823523,g,17.197,0.06
241.58765231491998,g,17.326,0.067
241.5900784721598,g,17.359,0.068
247.60977060208097,g,17.14,0.057
247.6122030094266,g,17.105,0.057
247.61461747670546,g,17.108,0.055
247.6170512731187,g,17.119,0.056
247.61949178250507,g,17.133,0.056
247.68191967578605,g,17.211,0.068
247.6843781247735,g,17.214,0.066
247.68680196767673,g,17.065,0.064
247.68923368072137,g,17.224,0.065
247.69166319444776,g,17.133,0.067
248.59583055553958,g,17.141,0.057
248.59826331026852,g,17.125,0.059
248.6007435186766,g,17.269,0.064
248.60316516226158,g,17.226,0.06
248.6055881944485,g,17.176,0.061
249.57431770814583,g,17.199,0.062
249.57679027784616,g,17.329,0.065
249.57920613419265,g,17.294,0.067
249.58168425923213,g,17.259,0.062
